verb_lemma	verb_freq	P(verb)	caus_freq	P(CAUS)	expected_P(CAUS^verb)	actual_P(CAUS^verb)	log_expected	log_actual	log_odds_ratio
didin	20	0.0	1e-10	0.064	0.0	5.0000000000000005e-12		-26.021583203494448	
kanıksa	20	0.0	1e-10	0.064	0.0	5.0000000000000005e-12		-26.021583203494448	
paslaş	20	0.0	1e-10	0.064	0.0	5.0000000000000005e-12		-26.021583203494448	
boğazla	20	0.0	1.0	0.064	0.0	0.05		-2.995732273553991	
dadan	19	0.0	1e-10	0.064	0.0	5.263157894736842e-12		-25.970289909106896	
kert	19	0.0	1e-10	0.064	0.0	5.263157894736842e-12		-25.970289909106896	
hayıflan	19	0.0	1e-10	0.064	0.0	5.263157894736842e-12		-25.970289909106896	
kelepçele	19	0.0	1e-10	0.064	0.0	5.263157894736842e-12		-25.970289909106896	
haczet	19	0.0	4.0	0.064	0.0	0.21052631578947367		-1.55814461804655	
akdet	19	0.0	1e-10	0.064	0.0	5.263157894736842e-12		-25.970289909106896	
bürü	19	0.0	1e-10	0.064	0.0	5.263157894736842e-12		-25.970289909106896	
selamlaş	19	0.0	1e-10	0.064	0.0	5.263157894736842e-12		-25.970289909106896	
yalpala	19	0.0	1e-10	0.064	0.0	5.263157894736842e-12		-25.970289909106896	
zımparala	19	0.0	1.0	0.064	0.0	0.05263157894736842		-2.9444389791664407	
azlolun	19	0.0	1e-10	0.064	0.0	5.263157894736842e-12		-25.970289909106896	
avun	19	0.0	1e-10	0.064	0.0	5.263157894736842e-12		-25.970289909106896	
elle	19	0.0	15.0	0.064	0.0	0.7894736842105263		-0.2363887780642304	
dosyala	19	0.0	1e-10	0.064	0.0	5.263157894736842e-12		-25.970289909106896	
paralelleştir	19	0.0	1e-10	0.064	0.0	5.263157894736842e-12		-25.970289909106896	
öyküle	18	0.0	1e-10	0.064	0.0	5.5555555555555555e-12		-25.916222687836623	
silkin	18	0.0	1e-10	0.064	0.0	5.5555555555555555e-12		-25.916222687836623	
bulan	18	0.0	18.0	0.064	0.0	1.0		0.0	
sıvazla	18	0.0	1e-10	0.064	0.0	5.5555555555555555e-12		-25.916222687836623	
şahlan	18	0.0	2.0	0.064	0.0	0.1111111111111111		-2.1972245773362196	
sivrilt	18	0.0	1e-10	0.064	0.0	5.5555555555555555e-12		-25.916222687836623	
yaldızla	18	0.0	1e-10	0.064	0.0	5.5555555555555555e-12		-25.916222687836623	
ıh	18	0.0	1e-10	0.064	0.0	5.5555555555555555e-12		-25.916222687836623	
düze	18	0.0	4.0	0.064	0.0	0.2222222222222222		-1.5040773967762742	
özdeştir	18	0.0	1e-10	0.064	0.0	5.5555555555555555e-12		-25.916222687836623	
nicele	18	0.0	1e-10	0.064	0.0	5.5555555555555555e-12		-25.916222687836623	
sevdalan	18	0.0	1e-10	0.064	0.0	5.5555555555555555e-12		-25.916222687836623	
göze	18	0.0	1e-10	0.064	0.0	5.5555555555555555e-12		-25.916222687836623	
defol	18	0.0	1e-10	0.064	0.0	5.5555555555555555e-12		-25.916222687836623	
söyleş	17	0.0	1e-10	0.064	0.0	5.8823529411764704e-12		-25.859064273996673	
hortla	17	0.0	3.0	0.064	0.0	0.17647058823529413		-1.7346010553881064	
seğir	17	0.0	6.0	0.064	0.0	0.35294117647058826		-1.041453874828161	
mayınla	17	0.0	1.0	0.064	0.0	0.058823529411764705		-2.833213344056216	
dalaş	17	0.0	1e-10	0.064	0.0	5.8823529411764704e-12		-25.859064273996673	
bakın	17	0.0	1e-10	0.064	0.0	5.8823529411764704e-12		-25.859064273996673	
süblimleş	17	0.0	1e-10	0.064	0.0	5.8823529411764704e-12		-25.859064273996673	
kalıpla	17	0.0	1e-10	0.064	0.0	5.8823529411764704e-12		-25.859064273996673	
böğür	17	0.0	1e-10	0.064	0.0	5.8823529411764704e-12		-25.859064273996673	
ferahla	17	0.0	9.0	0.064	0.0	0.5294117647058824		-0.6359887667199967	
numarala	17	0.0	1e-10	0.064	0.0	5.8823529411764704e-12		-25.859064273996673	
ula	17	0.0	1e-10	0.064	0.0	5.8823529411764704e-12		-25.859064273996673	
miyavla	17	0.0	1e-10	0.064	0.0	5.8823529411764704e-12		-25.859064273996673	
dağla	17	0.0	2.0	0.064	0.0	0.11764705882352941		-2.1400661634962708	
haddele	17	0.0	1e-10	0.064	0.0	5.8823529411764704e-12		-25.859064273996673	
sezinle	17	0.0	1e-10	0.064	0.0	5.8823529411764704e-12		-25.859064273996673	
bastır	17	0.0	17.0	0.064	0.0	1.0		0.0	
gülüş	17	0.0	1e-10	0.064	0.0	5.8823529411764704e-12		-25.859064273996673	
şakalaş	16	0.0	1e-10	0.064	0.0	6.25e-12		-25.79843965218024	
külle	16	0.0	1e-10	0.064	0.0	6.25e-12		-25.79843965218024	
bunalt	16	0.0	1e-10	0.064	0.0	6.25e-12		-25.79843965218024	
gururlan	16	0.0	8.0	0.064	0.0	0.5		-0.6931471805599453	
odaklaş	16	0.0	4.0	0.064	0.0	0.25		-1.3862943611198906	
tozlan	16	0.0	1.0	0.064	0.0	0.0625		-2.772588722239781	
kudur	16	0.0	2.0	0.064	0.0	0.125		-2.0794415416798357	
ufal	16	0.0	6.0	0.064	0.0	0.375		-0.9808292530117262	
çekil	16	0.0	1e-10	0.064	0.0	6.25e-12		-25.79843965218024	
geber	16	0.0	2.0	0.064	0.0	0.125		-2.0794415416798357	
çullan	16	0.0	1e-10	0.064	0.0	6.25e-12		-25.79843965218024	
öncele	16	0.0	1e-10	0.064	0.0	6.25e-12		-25.79843965218024	
dinamitle	16	0.0	1e-10	0.064	0.0	6.25e-12		-25.79843965218024	
ürper	16	0.0	7.0	0.064	0.0	0.4375		-0.8266785731844679	
homurdan	15	0.0	1e-10	0.064	0.0	6.666666666666667e-12		-25.733901131042668	
buruş	15	0.0	6.0	0.064	0.0	0.4		-0.916290731874155	
tersle	15	0.0	1e-10	0.064	0.0	6.666666666666667e-12		-25.733901131042668	
bayramlaş	15	0.0	1e-10	0.064	0.0	6.666666666666667e-12		-25.733901131042668	
yetir	15	0.0	1e-10	0.064	0.0	6.666666666666667e-12		-25.733901131042668	
kamplaş	15	0.0	1.0	0.064	0.0	0.06666666666666667		-2.70805020110221	
ağ	15	0.0	1e-10	0.064	0.0	6.666666666666667e-12		-25.733901131042668	
ciltle	15	0.0	3.0	0.064	0.0	0.2		-1.6094379124341003	
ılı	15	0.0	4.0	0.064	0.0	0.26666666666666666		-1.3217558399823195	
gölgelen	15	0.0	15.0	0.064	0.0	1.0		0.0	
heveslen	14	0.0	5.0	0.064	0.0	0.35714285714285715		-1.0296194171811581	
yaftala	14	0.0	1e-10	0.064	0.0	7.142857142857143e-12		-25.664908259555716	
çatırda	14	0.0	1.0	0.064	0.0	0.07142857142857142		-2.639057329615259	
nikâhla	14	0.0	1.0	0.064	0.0	0.07142857142857142		-2.639057329615259	
sayımla	14	0.0	1e-10	0.064	0.0	7.142857142857143e-12		-25.664908259555716	
morar	14	0.0	1e-10	0.064	0.0	7.142857142857143e-12		-25.664908259555716	
depreş	14	0.0	2.0	0.064	0.0	0.14285714285714285		-1.9459101490553135	
silkele	14	0.0	1e-10	0.064	0.0	7.142857142857143e-12		-25.664908259555716	
gıcırda	14	0.0	5.0	0.064	0.0	0.35714285714285715		-1.0296194171811581	
fişle	14	0.0	1e-10	0.064	0.0	7.142857142857143e-12		-25.664908259555716	
doğaçla	14	0.0	1e-10	0.064	0.0	7.142857142857143e-12		-25.664908259555716	
hıçkır	14	0.0	1e-10	0.064	0.0	7.142857142857143e-12		-25.664908259555716	
bozuş	14	0.0	1e-10	0.064	0.0	7.142857142857143e-12		-25.664908259555716	
bodosla	14	0.0	1e-10	0.064	0.0	7.142857142857143e-12		-25.664908259555716	
oranla	14	0.0	1e-10	0.064	0.0	7.142857142857143e-12		-25.664908259555716	
solla	14	0.0	1e-10	0.064	0.0	7.142857142857143e-12		-25.664908259555716	
kahret	13	0.0	1e-10	0.064	0.0	7.692307692307693e-12		-25.590800287401994	
boşla	13	0.0	1e-10	0.064	0.0	7.692307692307693e-12		-25.590800287401994	
hırla	13	0.0	1e-10	0.064	0.0	7.692307692307693e-12		-25.590800287401994	
yon	13	0.0	1e-10	0.064	0.0	7.692307692307693e-12		-25.590800287401994	
hatmet	13	0.0	1e-10	0.064	0.0	7.692307692307693e-12		-25.590800287401994	
sırıt	13	0.0	1e-10	0.064	0.0	7.692307692307693e-12		-25.590800287401994	
dit	13	0.0	1e-10	0.064	0.0	7.692307692307693e-12		-25.590800287401994	
pulla	13	0.0	1.0	0.064	0.0	0.07692307692307693		-2.5649493574615367	
bandır	13	0.0	1e-10	0.064	0.0	7.692307692307693e-12		-25.590800287401994	
menet	13	0.0	1e-10	0.064	0.0	7.692307692307693e-12		-25.590800287401994	
kırk	13	0.0	1e-10	0.064	0.0	7.692307692307693e-12		-25.590800287401994	
tuşla	13	0.0	1e-10	0.064	0.0	7.692307692307693e-12		-25.590800287401994	
balla	13	0.0	2.0	0.064	0.0	0.15384615384615385		-1.8718021769015913	
şişmanla	13	0.0	3.0	0.064	0.0	0.23076923076923078		-1.466337068793427	
takış	13	0.0	1e-10	0.064	0.0	7.692307692307693e-12		-25.590800287401994	
topaklan	13	0.0	1e-10	0.064	0.0	7.692307692307693e-12		-25.590800287401994	
üşüş	13	0.0	1e-10	0.064	0.0	7.692307692307693e-12		-25.590800287401994	
itiş	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
saçmala	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
geğir	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
formatla	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
kıllan	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
tamponla	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
suvar	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
ispiyonla	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
küflen	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
kahrol	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
yemle	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
perdahla	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
oynaş	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
yaraş	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
hırslan	12	0.0	6.0	0.064	0.0	0.5		-0.6931471805599453	
hiddetlen	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
kurula	12	0.0	1e-10	0.064	0.0	8.333333333333334e-12		-25.510757579728455	
üsten	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
sallandır	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
rüzgârla	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
haydala	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
on	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
süngüle	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
çeşnile	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
itekle	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
gönen	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
garipse	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
sırla	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
kazıkla	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
kefenle	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
sürç	11	0.0	1.0	0.064	0.0	0.09090909090909091		-2.3978952727983707	
toz	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
ihtiyarla	11	0.0	1.0	0.064	0.0	0.09090909090909091		-2.3978952727983707	
köhne	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
hallol	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
kırış	11	0.0	3.0	0.064	0.0	0.2727272727272727		-1.2992829841302609	
endeksle	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
ovuştur	11	0.0	1e-10	0.064	0.0	9.090909090909092e-12		-25.423746202738826	
darbet	10	0.0	2.0	0.064	0.0	0.2		-1.6094379124341003	
dinel	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
berkit	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
körlen	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
üfür	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
tokuş	10	0.0	6.0	0.064	0.0	0.6		-0.5108256237659907	
kutula	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
sağalt	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
ornat	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
marjinalleş	10	0.0	4.0	0.064	0.0	0.4		-0.916290731874155	
tokalaş	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
hüzünlen	10	0.0	1.0	0.064	0.0	0.1		-2.3025850929940455	
sayfala	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
vahyolun	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
defnolun	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
durula	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
bulutlan	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
yamul	10	0.0	3.0	0.064	0.0	0.3		-1.2039728043259361	
klorla	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
bağrış	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
vazet	10	0.0	1.0	0.064	0.0	0.1		-2.3025850929940455	
alazla	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
markala	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
cisimlen	10	0.0	1.0	0.064	0.0	0.1		-2.3025850929940455	
nakşet	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
topalla	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
ütüle	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
mimle	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
akortla	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
tepele	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
kalayla	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
dertleş	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
bört	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
debelen	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
fiyatla	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
bekin	10	0.0	1e-10	0.064	0.0	1.0000000000000001e-11		-25.328436022934504	
çığır	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
zırhlan	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
pohpohla	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
lezzetlen	9	0.0	6.0	0.064	0.0	0.6666666666666666		-0.40546510810816444	
tısla	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
darıl	9	0.0	1.0	0.064	0.0	0.1111111111111111		-2.1972245773362196	
pisle	9	0.0	3.0	0.064	0.0	0.3333333333333333		-1.0986122886681098	
ovala	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
köstekle	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
kamala	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
vidala	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
tasarımla	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
ilikle	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
rastlaş	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
savla	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
ayakla	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
didikle	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
mıhla	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
çoksa	9	0.0	9.0	0.064	0.0	1.0		0.0	
değir	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
adımla	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
hazzet	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
ofla	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
tortulan	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
zırhlandır	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
katış	9	0.0	7.0	0.064	0.0	0.7777777777777778		-0.25131442828090605	
antlaş	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
dövün	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
acındır	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
vakumla	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
boyla	9	0.0	1e-10	0.064	0.0	1.1111111111111111e-11		-25.223075507276675	
kibirlen	9	0.0	1.0	0.064	0.0	0.1111111111111111		-2.1972245773362196	
kişne	9	0.0	3.0	0.064	0.0	0.3333333333333333		-1.0986122886681098	
affolun	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
üşen	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
anıştır	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
bay	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
bakış	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
tekle	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
uğulda	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
evetle	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
nasbet	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
peydahla	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
sıvış	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
eğle	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
başka	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
ıslıkla	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
lütfet	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
uzaksa	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
çoğulla	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
gocun	8	0.0	2.0	0.064	0.0	0.25		-1.3862943611198906	
helalleş	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
vernikle	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
tepin	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
şakla	8	0.0	4.0	0.064	0.0	0.5		-0.6931471805599453	
kıkırda	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
yarıla	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
yayla	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
imgele	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
cızla	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
birle	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
ılga	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
ebele	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
güdüle	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
kumla	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
irk	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
şişle	8	0.0	1.0	0.064	0.0	0.125		-2.0794415416798357	
makasla	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
sayış	8	0.0	1e-10	0.064	0.0	1.25e-11		-25.10529247162029	
astarla	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
ıkın	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
oydaş	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
semir	7	0.0	2.0	0.064	0.0	0.2857142857142857		-1.252762968495368	
dizinle	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
inatlaş	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
balyala	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
süs	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
bayatla	7	0.0	1.0	0.064	0.0	0.14285714285714285		-1.9459101490553135	
çalka	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
sonla	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
pençeleş	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
omuzla	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
okla	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
patakla	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
tıraşla	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
yığış	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
pıs	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
süratlen	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
azıt	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
puslan	7	0.0	1.0	0.064	0.0	0.14285714285714285		-1.9459101490553135	
vızılda	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
yumruklaş	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
frezele	7	0.0	1e-10	0.064	0.0	1.4285714285714286e-11		-24.97176107899577	
cepheleş	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
süslen	6	0.0	6.0	0.064	0.0	1.0		0.0	
hakla	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
yas	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
malala	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
çap	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
tembihle	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
sabahla	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
galvanizle	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
hidrojenle	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
çav	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
torbala	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
eğele	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
çiftle	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
esinlen	6	0.0	6.0	0.064	0.0	1.0		0.0	
kırın	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
kokut	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
bekleş	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
payla	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
soluklan	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
bele	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
budaklan	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
faksla	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
faturala	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
başakla	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
üt	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
küfürleş	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
çöreklen	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
gümrükle	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
berele	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
çağ	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
ged	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
yudumla	6	0.0	1.0	0.064	0.0	0.16666666666666666		-1.791759469228055	
ilen	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
çim	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
öğür	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
çekiçle	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
pudrala	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
ulula	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
çağla	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
iletiş	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
jurnalle	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
yellen	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
sancılan	6	0.0	1e-10	0.064	0.0	1.6666666666666667e-11		-24.81761039916851	
